incident_id,date,time,operator_name,machine_id,severity,operator_badge,comment,shift,type_surchauffe,type_baisse_pression,type_vibration,type_bruit_mecanique,type_surconsommation,type_blocage_mecanique,type_alarme_capteur,type_arret_urgence,type_defaut_qualite
INC-000389,2025-09-22,03:24,Emma Dubois,MACH-01,4,OP1003,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000390,2025-09-22,05:42,Marie Dupont,MACH-13,3,OP1001,non-conformité dimensionnelle,nuit,0,0,0,0,0,0,0,0,1
INC-000391,2025-09-22,05:53,Chloé Robert,MACH-13,3,OP1005,non-conformité dimensionnelle,nuit,0,0,0,0,0,0,0,0,1
INC-000392,2025-09-22,06:45,Nathan Richard,MACH-14,4,OP1006,bruit mécanique anormal,matin,0,0,0,1,0,0,0,0,0
INC-000393,2025-09-22,14:20,Marie Dupont,MACH-09,2,OP1001,alerte température haute,apres-midi,1,0,0,0,0,0,0,0,0
INC-000394,2025-09-22,16:12,Lucas Bernard,MACH-04,3,OP1002,vibration excessive,apres-midi,0,0,1,0,0,0,0,0,0
INC-000395,2025-09-22,22:39,Hugo Thomas,MACH-01,4,OP1004,défaut qualité pièces,nuit,0,0,0,0,0,0,0,0,1
INC-000396,2025-09-23,05:42,Camille Martin,MACH-13,4,OP1001,défaut qualité pièces,nuit,0,0,0,0,0,0,0,0,1
INC-000397,2025-09-23,14:20,Lucas Bernard,MACH-09,3,OP1002,température anormalement élevée,apres-midi,1,0,0,0,0,0,0,0,0
INC-000398,2025-09-24,14:20,Emma Dubois,MACH-09,5,OP1003,chauffe anormale,apres-midi,1,0,0,0,0,0,0,0,0
INC-000399,2025-09-25,06:43,Enzo Durand,MACH-11,2,OP1008,chauffe anormale,matin,1,0,0,0,0,0,0,0,0
INC-000400,2025-09-25,10:16,Chloé Robert,MACH-03,2,OP1005,cliquetis roulement axe,matin,0,0,0,1,0,0,0,0,0
INC-000401,2025-09-25,10:52,Julie Petit,MACH-03,3,OP1008,choc sur transmission,matin,0,0,0,1,0,0,0,0,0
INC-000402,2025-09-26,10:16,Sophie Leclerc,MACH-03,3,OP1006,cliquetis roulement axe,matin,0,0,0,1,0,0,0,0,0
INC-000403,2025-09-26,10:47,Lucas Bernard,MACH-03,3,OP1002,bruit mécanique anormal,matin,0,0,0,1,0,0,0,0,0
INC-000404,2025-09-26,15:44,Jules Moreau,MACH-05,3,OP1010,micro-fuite / baisse pression,apres-midi,0,1,0,0,0,0,0,0,0
INC-000405,2025-09-26,21:31,Marie Dupont,MACH-09,2,OP1001,vibration anormale roulement,apres-midi,0,0,1,0,0,0,0,0,0
INC-000406,2025-09-27,04:37,Jules Moreau,MACH-08,3,OP1010,bruit mécanique anormal,nuit,0,0,0,1,0,0,0,0,0
INC-000407,2025-09-27,10:16,Sarah Leroy,MACH-03,5,OP1009,bruit mécanique anormal,matin,0,0,0,1,0,0,0,0,0
INC-000408,2025-09-27,12:46,Emma Dubois,MACH-04,3,OP1003,bruit mécanique anormal,matin,0,0,0,1,0,0,0,0,0
INC-000409,2025-09-27,21:31,Hugo Thomas,MACH-09,3,OP1004,balourd rotor confirmé,apres-midi,0,0,1,0,0,0,0,0,0
INC-000410,2025-09-28,07:21,Lucas Bernard,MACH-06,3,OP1002,vibration excessive,matin,0,0,1,0,0,0,0,0,0
INC-000411,2025-09-28,21:31,Chloé Robert,MACH-09,5,OP1005,vibration excessive,apres-midi,0,0,1,0,0,0,0,0,0
INC-000412,2025-09-29,13:18,Camille Martin,MACH-11,3,OP1001,non-conformité dimensionnelle,matin,0,0,0,0,0,0,0,0,1
INC-000413,2025-09-30,16:18,Lucas Bernard,MACH-03,3,OP1002,défaut qualité pièces,apres-midi,0,0,0,0,0,0,0,0,1
INC-000414,2025-10-01,11:09,Emma Dubois,MACH-11,2,OP1003,pression en dessous seuil critique,matin,0,1,0,0,0,0,0,0,0
INC-000415,2025-10-01,13:09,Camille Martin,MACH-06,3,OP1001,vibration excessive,matin,0,0,1,0,0,0,0,0,0
INC-000416,2025-10-02,07:05,Jules Moreau,MACH-08,3,OP1010,micro-fuite / baisse pression,matin,0,1,0,0,0,0,0,0,0
INC-000417,2025-10-02,13:54,Jules Moreau,MACH-11,3,OP1010,bruit mécanique anormal,matin,0,0,0,1,0,0,0,0,0
INC-000418,2025-10-02,19:55,Pierre Martin,MACH-14,2,OP1003,surchauffe capteur thermique,apres-midi,1,0,0,0,0,0,0,0,0
INC-000419,2025-10-02,20:54,Julie Petit,MACH-12,2,OP1008,non-conformité dimensionnelle,apres-midi,0,0,0,0,0,0,0,0,1
INC-000420,2025-10-03,03:32,Hugo Thomas,MACH-07,3,OP1004,chauffe anormale,nuit,1,0,0,0,0,0,0,0,0
INC-000421,2025-10-03,13:25,Antoine Moreau,MACH-11,2,OP1007,température anormalement élevée,matin,1,0,0,0,0,0,0,0,0
INC-000422,2025-10-03,13:35,Antoine Moreau,MACH-11,2,OP1007,surchauffe capteur thermique,matin,1,0,0,0,0,0,0,0,0
INC-000423,2025-10-03,16:28,Chloé Robert,MACH-01,2,OP1005,échauffement bobinage moteur,apres-midi,0,0,0,0,1,0,0,0,0
INC-000424,2025-10-03,19:55,Antoine Moreau,MACH-14,3,OP1007,surchauffe capteur thermique,apres-midi,1,0,0,0,0,0,0,0,0
INC-000425,2025-10-03,20:54,Pierre Martin,MACH-12,3,OP1003,chute taux de production anormale,apres-midi,0,0,0,0,0,0,0,0,1
INC-000426,2025-10-04,07:22,Emma Dubois,MACH-10,3,OP1003,bruit mécanique anormal,matin,0,0,0,1,0,0,0,0,0
INC-000427,2025-10-04,08:08,Hugo Thomas,MACH-03,3,OP1004,frottement mécanique cyclique,matin,0,0,0,1,0,0,0,0,0
INC-000428,2025-10-04,08:57,Pierre Martin,MACH-03,2,OP1003,bruit mécanique anormal,matin,0,0,0,1,0,0,0,0,0
INC-000429,2025-10-04,13:35,Chloé Robert,MACH-11,3,OP1005,température anormalement élevée,matin,1,0,0,0,0,0,0,0,0
INC-000430,2025-10-04,13:42,Antoine Moreau,MACH-11,3,OP1007,surchauffe capteur thermique,matin,1,0,0,0,0,0,0,0,0
INC-000431,2025-10-04,15:11,Chloé Robert,MACH-13,3,OP1005,défaut qualité pièces,apres-midi,0,0,0,0,0,0,0,0,1
INC-000432,2025-10-04,16:28,Lucas Bernard,MACH-01,3,OP1002,échauffement bobinage moteur,apres-midi,0,0,0,0,1,0,0,0,0
INC-000433,2025-10-04,16:32,Marie Dupont,MACH-01,3,OP1001,consommation hors plage nominale,apres-midi,0,0,0,0,1,0,0,0,0
INC-000434,2025-10-04,19:55,Camille Martin,MACH-14,4,OP1001,chauffe anormale,apres-midi,1,0,0,0,0,0,0,0,0
INC-000435,2025-10-04,20:54,Hugo Thomas,MACH-12,4,OP1004,défaut qualité pièces,apres-midi,0,0,0,0,0,0,0,0,1
INC-000436,2025-10-05,03:21,Julie Petit,MACH-13,3,OP1008,balourd rotor confirmé,nuit,0,0,1,0,0,0,0,0,0
INC-000437,2025-10-05,03:25,Chloé Robert,MACH-13,2,OP1005,vibrations excessives détectées,nuit,0,0,1,0,0,0,0,0,0
INC-000438,2025-10-05,08:45,Pierre Martin,MACH-03,3,OP1003,choc sur transmission,matin,0,0,0,1,0,0,0,0,0
INC-000439,2025-10-05,08:57,Chloé Robert,MACH-03,3,OP1005,frottement mécanique cyclique,matin,0,0,0,1,0,0,0,0,0
INC-000440,2025-10-05,13:35,Hugo Thomas,MACH-11,4,OP1004,chauffe anormale,matin,1,0,0,0,0,0,0,0,0
INC-000441,2025-10-05,16:28,Enzo Durand,MACH-01,4,OP1008,surconsommation électrique,apres-midi,0,0,0,0,1,0,0,0,0
INC-000442,2025-10-05,21:16,Lucas Bernard,MACH-12,2,OP1002,signal capteur hors plage,apres-midi,0,0,0,0,0,0,1,0,0
INC-000443,2025-10-06,02:08,Marie Dupont,MACH-03,3,OP1001,vibration anormale roulement,nuit,0,0,1,0,0,0,0,0,0
INC-000444,2025-10-06,02:49,Sophie Leclerc,MACH-03,2,OP1006,balourd rotor confirmé,nuit,0,0,1,0,0,0,0,0,0
INC-000445,2025-10-06,03:22,Marie Dupont,MACH-13,3,OP1001,oscillations hors tolérance,nuit,0,0,1,0,0,0,0,0,0
INC-000446,2025-10-06,03:25,Sophie Leclerc,MACH-13,3,OP1006,balourd rotor confirmé,nuit,0,0,1,0,0,0,0,0,0
INC-000447,2025-10-06,05:38,Emma Dubois,MACH-11,2,OP1003,vibration excessive,nuit,0,0,1,0,0,0,0,0,0
INC-000448,2025-10-06,08:57,Chloé Robert,MACH-03,5,OP1005,bruit mécanique anormal,matin,0,0,0,1,0,0,0,0,0
INC-000449,2025-10-06,10:01,Sarah Leroy,MACH-11,3,OP1009,signal capteur hors plage,matin,0,0,0,0,0,0,1,0,0
INC-000450,2025-10-06,11:41,Emma Dubois,MACH-07,3,OP1003,chauffe anormale,matin,1,0,0,0,0,0,0,0,0
INC-000451,2025-10-06,21:16,Hugo Thomas,MACH-12,3,OP1004,perte intermittente signal mesure,apres-midi,0,0,0,0,0,0,1,0,0
INC-000452,2025-10-07,02:28,Chloé Robert,MACH-12,2,OP1005,température anormalement élevée,nuit,1,0,0,0,0,0,0,0,0
INC-000453,2025-10-07,02:49,Julie Petit,MACH-03,3,OP1008,vibration anormale roulement,nuit,0,0,1,0,0,0,0,0,0
INC-000454,2025-10-07,02:49,Chloé Robert,MACH-12,2,OP1005,température anormalement élevée,nuit,1,0,0,0,0,0,0,0,0
INC-000455,2025-10-07,02:55,Chloé Robert,MACH-03,3,OP1005,vibrations excessives détectées,nuit,0,0,1,0,0,0,0,0,0
INC-000456,2025-10-07,03:25,Emma Dubois,MACH-13,4,OP1003,vibration excessive,nuit,0,0,1,0,0,0,0,0,0
INC-000457,2025-10-07,10:02,Julie Petit,MACH-06,2,OP1008,vibrations excessives détectées,matin,0,0,1,0,0,0,0,0,0
INC-000458,2025-10-07,13:07,Antoine Moreau,MACH-13,3,OP1007,perte intermittente signal mesure,matin,0,0,0,0,0,0,1,0,0
INC-000459,2025-10-07,13:40,Hugo Thomas,MACH-13,2,OP1004,perte intermittente signal mesure,matin,0,0,0,0,0,0,1,0,0
INC-000460,2025-10-07,21:16,Nathan Richard,MACH-12,4,OP1006,alarme capteur,apres-midi,0,0,0,0,0,0,1,0,0
INC-000461,2025-10-08,02:28,Pierre Martin,MACH-12,3,OP1003,alerte température haute,nuit,1,0,0,0,0,0,0,0,0
INC-000462,2025-10-08,02:49,Emma Dubois,MACH-03,5,OP1003,vibration excessive,nuit,0,0,1,0,0,0,0,0,0
INC-000463,2025-10-08,02:51,Lucas Bernard,MACH-12,3,OP1002,température anormalement élevée,nuit,1,0,0,0,0,0,0,0,0
INC-000464,2025-10-08,10:02,Hugo Thomas,MACH-06,3,OP1004,vibrations excessives détectées,matin,0,0,1,0,0,0,0,0,0
INC-000465,2025-10-08,11:37,Emma Dubois,MACH-14,2,OP1003,alarme capteur,matin,0,0,0,0,0,0,1,0,0
INC-000466,2025-10-08,13:07,Sophie Leclerc,MACH-13,3,OP1006,signal capteur hors plage,matin,0,0,0,0,0,0,1,0,0
INC-000467,2025-10-08,13:40,Pierre Martin,MACH-13,3,OP1003,signal capteur hors plage,matin,0,0,0,0,0,0,1,0,0
INC-000468,2025-10-09,01:07,Camille Martin,MACH-08,2,OP1001,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000469,2025-10-09,02:28,Enzo Durand,MACH-12,4,OP1008,chauffe anormale + arrêt ligne,nuit,1,0,0,0,0,0,0,1,0
INC-000470,2025-10-09,03:34,Camille Martin,MACH-01,3,OP1001,défaut qualité pièces,nuit,0,0,0,0,0,0,0,0,1
INC-000471,2025-10-09,10:02,Sarah Leroy,MACH-06,4,OP1009,vibration excessive,matin,0,0,1,0,0,0,0,0,0
INC-000472,2025-10-09,13:40,Camille Martin,MACH-13,4,OP1001,alarme capteur,matin,0,0,0,0,0,0,1,0,0
INC-000473,2025-10-10,08:01,Nathan Richard,MACH-07,3,OP1006,micro-fuite / baisse pression,matin,0,1,0,0,0,0,0,0,0
INC-000474,2025-10-11,16:25,Chloé Robert,MACH-01,2,OP1005,défaut capteur confirmé,apres-midi,0,0,0,0,0,0,1,0,0
INC-000475,2025-10-11,22:56,Julie Petit,MACH-14,2,OP1008,surchauffe capteur thermique,nuit,1,0,0,0,0,0,0,0,0
INC-000476,2025-10-11,23:26,Jules Moreau,MACH-12,3,OP1010,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000477,2025-10-12,16:25,Marie Dupont,MACH-01,3,OP1001,défaut capteur confirmé,apres-midi,0,0,0,0,0,0,1,0,0
INC-000478,2025-10-12,16:42,Julie Petit,MACH-01,3,OP1008,perte intermittente signal mesure,apres-midi,0,0,0,0,0,0,1,0,0
INC-000479,2025-10-12,22:48,Enzo Durand,MACH-01,3,OP1008,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000480,2025-10-12,22:56,Hugo Thomas,MACH-14,3,OP1004,alerte température haute,nuit,1,0,0,0,0,0,0,0,0
INC-000481,2025-10-13,16:25,Jules Moreau,MACH-01,4,OP1010,alarme capteur,apres-midi,0,0,0,0,0,0,1,0,0
INC-000482,2025-10-13,20:17,Camille Martin,MACH-15,2,OP1001,alarme capteur,apres-midi,0,0,0,0,0,0,1,0,0
INC-000483,2025-10-13,22:56,Camille Martin,MACH-14,4,OP1001,alerte température haute,nuit,1,0,0,0,0,0,0,0,0
INC-000484,2025-10-14,11:27,Emma Dubois,MACH-11,3,OP1003,surconsommation électrique,matin,0,0,0,0,1,0,0,0,0
INC-000485,2025-10-15,00:18,Enzo Durand,MACH-05,3,OP1008,bruit mécanique anormal,nuit,0,0,0,1,0,0,0,0,0
INC-000486,2025-10-18,20:01,Jules Moreau,MACH-12,2,OP1010,bruit mécanique anormal,apres-midi,0,0,0,1,0,0,0,0,0
INC-000487,2025-10-18,20:26,Emma Dubois,MACH-02,3,OP1003,micro-fuite / baisse pression,apres-midi,0,1,0,0,0,0,0,0,0
INC-000488,2025-10-19,16:18,Jules Moreau,MACH-07,3,OP1010,défaut qualité pièces,apres-midi,0,0,0,0,0,0,0,0,1
INC-000489,2025-10-21,01:30,Nathan Richard,MACH-15,2,OP1006,bruit mécanique anormal,nuit,0,0,0,1,0,0,0,0,0
INC-000490,2025-10-21,13:53,Lina Petit,MACH-15,3,OP1007,défaut qualité pièces,matin,0,0,0,0,0,0,0,0,1
INC-000491,2025-10-22,21:43,Enzo Durand,MACH-09,3,OP1008,chauffe anormale,apres-midi,1,0,0,0,0,0,0,0,0
INC-000492,2025-10-23,16:45,Sarah Leroy,MACH-01,3,OP1009,chauffe anormale,apres-midi,1,0,0,0,0,0,0,0,0
INC-000493,2025-10-24,13:32,Jules Moreau,MACH-09,3,OP1010,surconsommation électrique,matin,0,0,0,0,1,0,0,0,0
INC-000494,2025-10-24,22:07,Chloé Robert,MACH-08,3,OP1005,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000495,2025-10-25,01:23,Hugo Thomas,MACH-05,3,OP1004,vibration excessive,nuit,0,0,1,0,0,0,0,0,0
INC-000496,2025-10-25,09:57,Chloé Robert,MACH-15,3,OP1005,vibration excessive,matin,0,0,1,0,0,0,0,0,0
INC-000497,2025-10-25,11:03,Enzo Durand,MACH-08,3,OP1008,bruit mécanique anormal,matin,0,0,0,1,0,0,0,0,0
INC-000498,2025-10-25,18:51,Camille Martin,MACH-15,2,OP1001,surconsommation électrique,apres-midi,0,0,0,0,1,0,0,0,0
INC-000499,2025-10-25,23:40,Jules Moreau,MACH-15,2,OP1010,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000500,2025-10-26,00:17,Lina Petit,MACH-01,3,OP1007,chauffe anormale,nuit,1,0,0,0,0,0,0,0,0
INC-000501,2025-10-26,03:45,Chloé Robert,MACH-15,2,OP1005,défaut qualité pièces,nuit,0,0,0,0,0,0,0,0,1
INC-000502,2025-10-27,05:48,Enzo Durand,MACH-13,3,OP1008,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000503,2025-10-27,16:03,Emma Dubois,MACH-14,3,OP1003,surconsommation électrique,apres-midi,0,0,0,0,1,0,0,0,0
INC-000504,2025-10-28,00:38,Lucas Bernard,MACH-08,3,OP1002,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000505,2025-10-30,14:08,Sophie Leclerc,MACH-13,2,OP1006,pic courant anormal moteur,apres-midi,0,0,0,0,1,0,0,0,0
INC-000506,2025-10-30,14:57,Julie Petit,MACH-13,3,OP1008,surconsommation électrique constatée,apres-midi,0,0,0,0,1,0,0,0,0
INC-000507,2025-10-31,06:02,Nathan Richard,MACH-13,3,OP1006,défaut qualité pièces,matin,0,0,0,0,0,0,0,0,1
INC-000508,2025-10-31,14:08,Pierre Martin,MACH-13,3,OP1003,consommation hors plage nominale,apres-midi,0,0,0,0,1,0,0,0,0
INC-000509,2025-10-31,14:38,Marie Dupont,MACH-13,3,OP1001,consommation hors plage nominale,apres-midi,0,0,0,0,1,0,0,0,0
INC-000510,2025-11-01,14:08,Enzo Durand,MACH-13,4,OP1008,échauffement bobinage moteur,apres-midi,0,0,0,0,1,0,0,0,0
INC-000511,2025-11-01,22:38,Lina Petit,MACH-11,2,OP1007,bruit mécanique anormal,nuit,0,0,0,1,0,0,0,0,0
INC-000512,2025-11-02,05:36,Sarah Leroy,MACH-01,3,OP1009,chauffe anormale,nuit,1,0,0,0,0,0,0,0,0
INC-000513,2025-11-03,04:06,Jules Moreau,MACH-07,2,OP1010,bruit mécanique anormal,nuit,0,0,0,1,0,0,0,0,0
INC-000514,2025-11-06,09:39,Lucas Bernard,MACH-05,3,OP1002,défaut qualité pièces,matin,0,0,0,0,0,0,0,0,1
INC-000515,2025-11-08,04:52,Enzo Durand,MACH-05,3,OP1008,surconsommation électrique,nuit,0,0,0,0,1,0,0,0,0
INC-000516,2025-11-08,16:26,Julie Petit,MACH-14,2,OP1008,signal capteur hors plage,apres-midi,0,0,0,0,0,0,1,0,0
INC-000517,2025-11-08,18:09,Hugo Thomas,MACH-14,2,OP1004,bruit mécanique anormal,apres-midi,0,0,0,1,0,0,0,0,0
INC-000518,2025-11-08,20:50,Lina Petit,MACH-12,3,OP1007,chauffe anormale,apres-midi,1,0,0,0,0,0,0,0,0
INC-000519,2025-11-09,06:45,Chloé Robert,MACH-10,2,OP1005,signal capteur hors plage,matin,0,0,0,0,0,0,1,0,0
INC-000520,2025-11-09,16:26,Julie Petit,MACH-14,3,OP1008,défaut capteur confirmé,apres-midi,0,0,0,0,0,0,1,0,0
INC-000521,2025-11-09,18:09,Pierre Martin,MACH-14,3,OP1003,bruit mécanique anormal,apres-midi,0,0,0,1,0,0,0,0,0
INC-000522,2025-11-09,20:02,Lina Petit,MACH-01,3,OP1007,pièces hors tolérance — contrôle qualité,apres-midi,0,0,0,0,0,0,0,0,1
INC-000523,2025-11-09,21:15,Marie Dupont,MACH-13,3,OP1001,pic courant anormal moteur,apres-midi,0,0,0,0,1,0,0,0,0
INC-000524,2025-11-09,21:38,Hugo Thomas,MACH-13,2,OP1004,échauffement bobinage moteur,apres-midi,0,0,0,0,1,0,0,0,0
INC-000525,2025-11-09,22:14,Hugo Thomas,MACH-05,3,OP1004,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000526,2025-11-10,06:45,Julie Petit,MACH-10,3,OP1008,défaut capteur confirmé,matin,0,0,0,0,0,0,1,0,0
INC-000527,2025-11-10,16:26,Emma Dubois,MACH-14,4,OP1003,alarme capteur,apres-midi,0,0,0,0,0,0,1,0,0
INC-000528,2025-11-10,18:09,Camille Martin,MACH-14,4,OP1001,bruit mécanique anormal,apres-midi,0,0,0,1,0,0,0,0,0
INC-000529,2025-11-10,21:38,Lucas Bernard,MACH-13,3,OP1002,consommation hors plage nominale,apres-midi,0,0,0,0,1,0,0,0,0
INC-000530,2025-11-10,21:49,Hugo Thomas,MACH-13,3,OP1004,pic courant anormal moteur,apres-midi,0,0,0,0,1,0,0,0,0
INC-000531,2025-11-11,06:45,Nathan Richard,MACH-10,4,OP1006,alarme capteur,matin,0,0,0,0,0,0,1,0,0
INC-000532,2025-11-11,10:12,Lucas Bernard,MACH-10,3,OP1002,surconsommation électrique,matin,0,0,0,0,1,0,0,0,0
INC-000533,2025-11-11,17:01,Lina Petit,MACH-09,3,OP1007,micro-fuite / baisse pression,apres-midi,0,1,0,0,0,0,0,0,0
INC-000534,2025-11-11,19:52,Sarah Leroy,MACH-11,2,OP1009,micro-fuite / baisse pression,apres-midi,0,1,0,0,0,0,0,0,0
INC-000535,2025-11-11,21:17,Lina Petit,MACH-13,3,OP1007,défaut qualité pièces,apres-midi,0,0,0,0,0,0,0,0,1
INC-000536,2025-11-11,21:38,Nathan Richard,MACH-13,4,OP1006,surconsommation électrique,apres-midi,0,0,0,0,1,0,0,0,0
INC-000537,2025-11-12,10:52,Hugo Thomas,MACH-15,3,OP1004,bruit mécanique anormal,matin,0,0,0,1,0,0,0,0,0
INC-000538,2025-11-13,04:03,Jules Moreau,MACH-15,3,OP1010,échauffement bobinage moteur,nuit,0,0,0,0,1,0,0,0,0
INC-000539,2025-11-13,04:56,Antoine Moreau,MACH-04,2,OP1007,vibration anormale roulement,nuit,0,0,1,0,0,0,0,0,0
INC-000540,2025-11-13,15:01,Hugo Thomas,MACH-15,3,OP1004,défaut qualité pièces,apres-midi,0,0,0,0,0,0,0,0,1
INC-000541,2025-11-14,01:09,Pierre Martin,MACH-01,2,OP1003,signal capteur hors plage,nuit,0,0,0,0,0,0,1,0,0
INC-000542,2025-11-14,01:14,Lucas Bernard,MACH-01,2,OP1002,perte intermittente signal mesure,nuit,0,0,0,0,0,0,1,0,0
INC-000543,2025-11-14,04:03,Sophie Leclerc,MACH-04,3,OP1006,balourd rotor confirmé,nuit,0,0,1,0,0,0,0,0,0
INC-000544,2025-11-14,04:56,Hugo Thomas,MACH-04,3,OP1004,vibration anormale roulement,nuit,0,0,1,0,0,0,0,0,0
INC-000545,2025-11-14,12:47,Hugo Thomas,MACH-11,2,OP1004,alarme capteur,matin,0,0,0,0,0,0,1,0,0
INC-000546,2025-11-15,01:14,Marie Dupont,MACH-01,3,OP1001,signal capteur hors plage,nuit,0,0,0,0,0,0,1,0,0
INC-000547,2025-11-15,01:35,Julie Petit,MACH-01,3,OP1008,alarme capteur active,nuit,0,0,0,0,0,0,1,0,0
INC-000548,2025-11-15,04:56,Lina Petit,MACH-04,4,OP1007,vibration excessive + arrêt ligne,nuit,0,0,1,0,0,0,0,1,0
INC-000549,2025-11-15,07:46,Chloé Robert,MACH-09,3,OP1005,défaut qualité pièces,matin,0,0,0,0,0,0,0,0,1
INC-000550,2025-11-15,10:55,Camille Martin,MACH-09,3,OP1001,vibration excessive,matin,0,0,1,0,0,0,0,0,0
INC-000551,2025-11-15,11:04,Lucas Bernard,MACH-04,2,OP1002,alerte température haute,matin,1,0,0,0,0,0,0,0,0
INC-000552,2025-11-16,01:14,Chloé Robert,MACH-01,4,OP1005,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000553,2025-11-16,11:04,Chloé Robert,MACH-04,3,OP1005,montée thermique progressive,matin,1,0,0,0,0,0,0,0,0
INC-000554,2025-11-16,13:17,Chloé Robert,MACH-08,2,OP1005,défaut qualité pièces,matin,0,0,0,0,0,0,0,0,1
INC-000555,2025-11-16,16:14,Chloé Robert,MACH-09,3,OP1005,bruit mécanique anormal,apres-midi,0,0,0,1,0,0,0,0,0
INC-000556,2025-11-16,16:49,Nathan Richard,MACH-05,3,OP1006,chauffe anormale,apres-midi,1,0,0,0,0,0,0,0,0
INC-000557,2025-11-17,11:04,Chloé Robert,MACH-04,4,OP1005,chauffe anormale,matin,1,0,0,0,0,0,0,0,0
INC-000558,2025-11-19,22:39,Chloé Robert,MACH-03,3,OP1005,surconsommation électrique constatée,nuit,0,0,0,0,1,0,0,0,0
INC-000559,2025-11-19,22:49,Marie Dupont,MACH-03,2,OP1001,pic courant anormal moteur,nuit,0,0,0,0,1,0,0,0,0
INC-000560,2025-11-19,23:40,Sophie Leclerc,MACH-08,2,OP1006,perte intermittente signal mesure,nuit,0,0,0,0,0,0,1,0,0
INC-000561,2025-11-19,23:46,Chloé Robert,MACH-08,2,OP1005,défaut capteur confirmé,nuit,0,0,0,0,0,0,1,0,0
INC-000562,2025-11-20,22:49,Julie Petit,MACH-03,3,OP1008,surconsommation électrique constatée,nuit,0,0,0,0,1,0,0,0,0
INC-000563,2025-11-20,22:53,Chloé Robert,MACH-03,3,OP1005,échauffement bobinage moteur,nuit,0,0,0,0,1,0,0,0,0
INC-000564,2025-11-20,23:07,Lucas Bernard,MACH-09,2,OP1002,défaut qualité pièces,nuit,0,0,0,0,0,0,0,0,1
INC-000565,2025-11-20,23:40,Marie Dupont,MACH-08,3,OP1001,signal capteur hors plage,nuit,0,0,0,0,0,0,1,0,0
INC-000566,2025-11-20,23:45,Marie Dupont,MACH-08,3,OP1001,perte intermittente signal mesure,nuit,0,0,0,0,0,0,1,0,0
INC-000567,2025-11-21,22:49,Enzo Durand,MACH-03,5,OP1008,surconsommation électrique,nuit,0,0,0,0,1,0,0,0,0
INC-000568,2025-11-21,23:40,Camille Martin,MACH-08,4,OP1001,alarme capteur + arrêt ligne,nuit,0,0,0,0,0,0,1,1,0
INC-000569,2025-11-22,07:47,Emma Dubois,MACH-05,3,OP1003,défaut qualité pièces,matin,0,0,0,0,0,0,0,0,1
INC-000570,2025-11-22,20:48,Chloé Robert,MACH-01,3,OP1005,défaut qualité pièces,apres-midi,0,0,0,0,0,0,0,0,1
INC-000571,2025-11-23,02:26,Lina Petit,MACH-08,2,OP1007,défaut qualité pièces,nuit,0,0,0,0,0,0,0,0,1
INC-000572,2025-11-23,16:03,Nathan Richard,MACH-11,3,OP1006,alarme capteur,apres-midi,0,0,0,0,0,0,1,0,0
INC-000573,2025-11-24,03:32,Lucas Bernard,MACH-07,2,OP1002,vibration anormale roulement,nuit,0,0,1,0,0,0,0,0,0
INC-000574,2025-11-24,06:27,Marie Dupont,MACH-13,3,OP1001,pic courant anormal moteur,matin,0,0,0,0,1,0,0,0,0
INC-000575,2025-11-24,06:36,Lucas Bernard,MACH-13,2,OP1002,surconsommation électrique constatée,matin,0,0,0,0,1,0,0,0,0
INC-000576,2025-11-24,12:12,Lina Petit,MACH-15,3,OP1007,perte intermittente signal mesure,matin,0,0,0,0,0,0,1,0,0
INC-000577,2025-11-25,02:07,Emma Dubois,MACH-08,3,OP1003,alarme capteur,nuit,0,0,0,0,0,0,1,0,0
INC-000578,2025-11-25,03:08,Jules Moreau,MACH-11,2,OP1010,vibration excessive,nuit,0,0,1,0,0,0,0,0,0
INC-000579,2025-11-25,03:32,Julie Petit,MACH-07,3,OP1008,vibrations excessives détectées,nuit,0,0,1,0,0,0,0,0,0
INC-000580,2025-11-25,06:36,Lucas Bernard,MACH-13,3,OP1002,échauffement bobinage moteur,matin,0,0,0,0,1,0,0,0,0
INC-000581,2025-11-25,06:40,Antoine Moreau,MACH-13,3,OP1007,échauffement bobinage moteur,matin,0,0,0,0,1,0,0,0,0
INC-000582,2025-11-25,11:29,Sarah Leroy,MACH-06,2,OP1009,bruit mécanique anormal,matin,0,0,0,1,0,0,0,0,0
INC-000583,2025-11-25,14:26,Julie Petit,MACH-03,2,OP1008,alarme capteur active,apres-midi,0,0,0,0,0,0,1,0,0
INC-000584,2025-11-25,14:31,Chloé Robert,MACH-03,3,OP1005,défaut capteur confirmé,apres-midi,0,0,0,0,0,0,1,0,0
